Latitude,Longitude,Window
-0.525,21.075,1.0
-0.525,21.125,1.0
-0.525,21.175,1.0
-0.525,21.575,1.0
-0.525,21.625,1.0
-0.525,21.675,1.0
-0.525,21.725,2.0
-0.525,21.775,2.0
-0.525,21.825,3.0
-0.525,21.875,3.0
-0.525,21.925,4.0
-0.525,21.975,4.0
-0.525,22.275,4.0
-0.525,22.325,4.0
-0.525,22.375,4.0
-0.525,22.425,4.0
-0.475,20.775,1.0
-0.475,20.875,1.0
-0.475,20.925,1.0
-0.475,20.975,1.0
-0.475,21.025,1.0
-0.475,21.075,1.0
-0.475,21.125,1.0
-0.475,21.175,1.0
-0.475,21.275,3.0
-0.475,21.575,1.0
-0.475,21.625,1.0
-0.475,21.675,1.0
-0.475,21.725,2.0
-0.475,21.775,2.0
-0.475,21.825,2.0
-0.475,21.875,3.0
-0.475,21.925,4.0
-0.475,21.975,4.0
-0.475,22.275,3.0
-0.475,22.325,4.0
-0.475,22.375,4.0
-0.475,22.425,4.0
-0.475,22.475,4.0
-0.475,32.975,3.0
-0.475,33.025,3.0
-0.425,20.725,1.0
-0.425,20.775,1.0
-0.425,20.875,1.0
-0.425,20.925,1.0
-0.425,20.975,1.0
-0.425,21.025,1.0
-0.425,21.075,1.0
-0.425,21.175,1.0
-0.425,21.225,2.0
-0.425,21.275,3.0
-0.425,21.625,1.0
-0.425,21.725,1.0
-0.425,21.775,1.0
-0.425,21.825,2.0
-0.425,21.875,2.0
-0.425,21.925,2.0
-0.425,21.975,2.0
-0.425,22.225,3.0
-0.425,22.425,4.0
-0.425,22.475,4.0
-0.375,20.575,1.0
-0.375,20.675,1.0
-0.375,20.825,1.0
-0.375,20.875,1.0
-0.375,20.925,1.0
-0.375,20.975,1.0
-0.375,21.025,1.0
-0.375,21.075,1.0
-0.375,21.125,1.0
-0.375,21.175,1.0
-0.375,21.225,2.0
-0.375,21.275,3.0
-0.375,21.325,3.0
-0.375,21.375,4.0
-0.375,21.775,1.0
-0.375,21.825,1.0
-0.375,21.875,2.0
-0.375,21.925,2.0
-0.325,20.775,2.0
-0.325,20.875,1.0
-0.325,20.925,1.0
-0.325,20.975,1.0
-0.325,21.025,2.0
-0.325,21.075,1.0
-0.325,21.125,3.0
-0.325,21.175,2.0
-0.325,21.225,3.0
-0.325,21.275,4.0
-0.325,21.325,4.0
-0.325,21.725,1.0
-0.325,21.775,1.0
-0.325,21.825,1.0
-0.275,20.675,2.0
-0.275,20.775,2.0
-0.275,20.875,3.0
-0.275,20.925,2.0
-0.275,20.975,2.0
-0.275,21.025,2.0
-0.275,21.075,3.0
-0.275,21.125,2.0
-0.275,21.175,3.0
-0.275,21.225,4.0
-0.275,21.275,4.0
-0.225,20.875,3.0
-0.225,20.925,4.0
-0.225,20.975,4.0
-0.225,21.025,4.0
-0.225,21.075,3.0
-0.225,21.125,4.0
-0.225,21.275,4.0
-0.175,20.675,1.0
-0.175,20.725,2.0
-0.175,20.775,1.0
-0.175,20.925,2.0
-0.175,20.975,4.0
-0.175,21.025,4.0
-0.175,21.075,3.0
-0.175,21.125,4.0
-0.125,20.625,4.0
-0.125,21.075,4.0
0.175,-4.125,1.0
0.375,20.875,1.0
0.425,20.825,1.0
0.425,20.875,1.0
0.475,20.825,1.0
0.475,20.875,1.0
0.475,20.925,2.0
0.525,20.775,1.0
0.525,20.825,1.0
0.525,20.875,2.0
0.525,20.925,2.0
0.525,20.975,2.0
0.575,-3.275,3.0
0.575,20.775,1.0
0.575,20.825,2.0
0.575,20.875,1.0
0.575,20.925,3.0
0.575,20.975,4.0
0.575,21.025,4.0
0.575,21.075,4.0
0.625,20.425,4.0
0.625,20.625,2.0
0.625,20.675,3.0
0.625,21.025,4.0
0.625,21.075,4.0
0.675,20.425,1.0
0.675,20.575,1.0
0.675,20.675,1.0
0.675,20.925,4.0
0.675,21.075,4.0
0.725,20.475,2.0
0.725,20.575,1.0
0.725,20.675,3.0
0.775,20.875,4.0
0.775,21.075,4.0
0.825,20.425,4.0
0.825,20.475,2.0
0.825,20.875,3.0
0.825,20.925,3.0
0.825,21.075,4.0
0.825,21.125,4.0
0.825,21.175,4.0
0.875,-14.375,1.0
0.875,20.425,3.0
0.875,20.475,2.0
0.875,20.625,3.0
0.875,20.675,4.0
0.875,20.725,4.0
0.875,20.775,4.0
0.875,20.825,2.0
0.875,20.875,2.0
0.875,20.925,3.0
0.875,20.975,3.0
0.875,21.025,4.0
0.875,21.075,4.0
0.875,21.125,4.0
0.925,20.525,1.0
0.925,20.575,4.0
0.925,20.625,3.0
0.925,20.675,3.0
0.925,20.725,4.0
0.925,20.825,2.0
0.925,20.875,2.0
0.925,20.925,2.0
0.925,20.975,3.0
0.925,21.025,4.0
0.925,21.075,4.0
0.975,20.475,2.0
0.975,20.525,2.0
0.975,20.575,2.0
0.975,20.625,2.0
0.975,20.675,2.0
0.975,20.725,3.0
0.975,20.775,1.0
0.975,20.875,2.0
0.975,20.925,2.0
0.975,20.975,2.0
0.975,21.025,2.0
0.975,21.075,3.0
0.975,21.125,4.0
0.975,21.175,4.0
1.025,20.425,1.0
1.025,20.475,1.0
1.025,20.525,1.0
1.025,20.575,1.0
1.025,20.625,2.0
1.025,20.675,2.0
1.025,20.725,3.0
1.025,20.775,2.0
1.025,20.825,1.0
1.025,20.875,2.0
1.025,20.925,2.0
1.025,20.975,2.0
1.025,21.025,2.0
1.025,21.075,3.0
1.075,20.425,1.0
1.075,20.475,1.0
1.075,20.525,1.0
1.075,20.575,1.0
1.075,20.625,1.0
1.075,20.675,1.0
1.075,20.775,1.0
1.075,20.825,1.0
1.075,20.875,2.0
1.075,21.025,3.0
1.075,21.075,3.0
1.125,20.375,1.0
1.125,20.425,1.0
1.125,20.475,1.0
1.125,20.525,1.0
1.125,20.575,1.0
1.125,20.625,1.0
1.125,20.675,2.0
1.125,20.725,1.0
1.125,20.775,1.0
1.125,20.825,2.0
1.125,20.875,2.0
1.175,20.375,1.0
1.175,20.425,1.0
1.175,20.475,1.0
1.175,20.525,1.0
1.175,20.575,1.0
1.175,20.625,1.0
1.175,20.675,2.0
1.175,20.775,2.0
1.225,18.625,1.0
1.225,18.675,1.0
1.225,18.725,1.0
1.225,20.375,1.0
1.225,20.575,2.0
1.275,18.625,1.0
1.275,18.675,1.0
1.275,18.725,2.0
1.275,20.425,1.0
1.275,20.575,1.0
1.325,18.625,1.0
1.325,18.675,1.0
1.325,18.725,1.0
1.325,18.775,2.0
1.375,18.625,1.0
1.375,18.675,1.0
1.375,18.725,1.0
1.375,18.775,1.0
1.375,18.825,2.0
1.375,18.875,1.0
1.425,18.575,1.0
1.425,18.625,1.0
1.425,18.675,1.0
1.425,18.725,2.0
1.425,18.775,2.0
1.425,18.875,1.0
1.425,18.925,1.0
1.425,18.975,2.0
1.475,18.575,2.0
1.475,18.675,2.0
1.525,18.925,2.0
1.525,18.975,3.0
1.525,19.025,4.0
1.575,18.675,3.0
1.575,18.925,2.0
1.575,18.975,2.0
1.575,19.025,4.0
1.625,18.125,1.0
1.625,18.275,1.0
1.625,18.675,4.0
1.625,18.725,2.0
1.625,18.775,4.0
1.625,18.875,4.0
1.625,18.925,3.0
1.675,18.825,2.0
1.675,18.875,1.0
1.675,18.925,4.0
1.675,19.475,1.0
1.725,18.775,3.0
1.725,18.825,2.0
1.725,18.875,2.0
1.725,18.925,1.0
1.775,18.875,2.0
1.875,18.275,3.0
1.875,20.025,1.0
1.875,20.175,2.0
1.875,20.225,3.0
1.925,18.425,2.0
1.925,19.025,2.0
1.925,20.025,1.0
1.925,20.075,1.0
1.925,20.125,1.0
1.925,20.175,2.0
1.925,20.225,3.0
1.925,20.275,4.0
1.975,18.425,3.0
1.975,18.625,4.0
1.975,19.075,3.0
1.975,19.125,4.0
1.975,19.175,1.0
1.975,19.325,2.0
1.975,20.075,2.0
1.975,20.125,2.0
1.975,20.275,4.0
2.025,18.875,2.0
2.025,18.925,2.0
2.025,18.975,2.0
2.025,19.025,3.0
2.025,19.075,4.0
2.025,19.125,3.0
2.025,19.325,1.0
2.025,19.375,1.0
2.025,19.425,1.0
2.075,18.225,1.0
2.075,18.575,1.0
2.075,18.875,2.0
2.075,18.925,2.0
2.075,18.975,2.0
2.075,19.025,2.0
2.075,19.075,3.0
2.125,-3.075,1.0
2.125,18.825,3.0
2.125,18.875,2.0
2.125,18.925,1.0
2.125,18.975,1.0
2.125,19.025,1.0
2.125,19.075,1.0
2.125,19.125,2.0
2.125,19.375,1.0
2.175,18.725,1.0
2.175,18.825,1.0
2.175,18.875,1.0
2.175,18.925,1.0
2.175,18.975,1.0
2.175,19.025,1.0
2.225,18.825,1.0
2.225,18.875,1.0
2.225,18.925,1.0
2.225,18.975,1.0
2.225,19.525,1.0
2.275,18.925,1.0
2.375,19.175,4.0
2.425,2.675,1.0
2.525,19.925,1.0
2.525,22.575,2.0
2.575,19.925,3.0
2.575,20.175,2.0
2.575,20.225,2.0
2.625,20.225,4.0
2.875,-19.275,1.0
2.875,20.325,4.0
2.925,20.075,2.0
2.925,20.275,1.0
2.975,20.275,1.0
2.975,20.325,1.0
2.975,20.375,2.0
3.025,20.275,1.0
3.075,20.275,1.0
3.075,20.325,1.0
3.075,20.375,2.0
3.125,20.125,4.0
3.125,20.225,2.0
3.125,20.325,1.0
3.125,20.425,4.0
3.125,20.475,4.0
3.175,20.175,3.0
3.175,20.425,2.0
3.175,20.475,4.0
3.225,20.275,2.0
3.225,20.425,1.0
3.275,20.525,2.0
3.325,20.525,1.0
3.325,20.625,3.0
3.725,21.825,2.0
3.725,22.125,4.0
3.775,21.875,3.0
3.825,21.775,1.0
3.875,21.875,2.0
3.875,21.925,2.0
3.875,21.975,1.0
3.875,22.025,4.0
3.925,21.875,1.0
3.925,21.925,2.0
3.925,21.975,2.0
3.925,22.025,3.0
3.925,22.075,2.0
3.975,21.875,1.0
3.975,21.925,3.0
3.975,21.975,2.0
3.975,22.025,2.0
3.975,22.075,4.0
3.975,22.125,4.0
4.025,21.825,3.0
4.025,21.925,1.0
4.025,21.975,2.0
4.025,22.025,2.0
4.025,22.175,4.0
4.075,21.825,1.0
4.075,21.975,1.0
4.075,22.025,2.0
4.075,22.075,1.0
4.075,22.125,4.0
4.125,21.625,1.0
4.125,21.725,3.0
4.125,21.775,2.0
4.125,21.825,1.0
4.125,21.975,3.0
4.125,22.025,3.0
4.125,22.075,3.0
4.125,22.125,4.0
4.125,22.175,4.0
4.175,21.725,2.0
4.175,21.775,1.0
4.175,21.825,1.0
4.175,21.875,1.0
4.175,21.975,2.0
4.175,22.025,2.0
4.175,22.075,3.0
4.175,22.125,4.0
4.225,21.675,1.0
4.225,21.725,1.0
4.225,21.775,1.0
4.225,21.825,1.0
4.225,21.875,4.0
4.225,21.925,2.0
4.225,21.975,4.0
4.225,22.025,3.0
4.225,22.075,3.0
4.275,21.675,2.0
4.275,21.725,2.0
4.275,21.775,1.0
4.275,21.825,1.0
4.275,21.875,2.0
4.275,21.925,3.0
4.275,21.975,2.0
4.275,22.025,2.0
4.275,22.075,2.0
4.325,21.125,2.0
4.325,21.175,2.0
4.325,21.725,1.0
4.325,21.775,1.0
4.325,21.825,1.0
4.325,21.925,2.0
4.325,21.975,1.0
4.375,21.075,2.0
4.375,21.125,2.0
4.375,21.175,3.0
4.375,21.725,1.0
4.425,21.125,2.0
4.425,21.175,1.0
4.575,21.375,2.0
5.425,25.925,1.0
5.475,25.825,1.0
5.475,25.875,1.0
5.525,25.825,1.0
5.525,25.875,1.0
5.575,25.825,1.0
5.575,25.875,2.0
5.575,25.925,2.0
5.575,26.525,2.0
5.575,26.575,2.0
5.575,26.625,3.0
5.625,25.775,1.0
5.625,25.825,1.0
5.625,25.875,2.0
5.625,25.925,3.0
5.625,26.025,3.0
5.625,26.575,1.0
5.625,26.625,1.0
5.675,25.775,3.0
5.675,25.875,4.0
5.675,26.525,3.0
5.675,26.575,1.0
5.675,26.625,1.0
5.725,26.525,2.0
5.725,26.575,2.0
5.775,25.575,1.0
5.775,25.625,4.0
5.775,25.675,2.0
5.775,26.525,2.0
5.775,26.575,3.0
5.825,25.625,4.0
5.825,25.675,4.0
5.875,25.825,2.0
5.975,27.175,1.0
5.975,27.225,1.0
6.025,26.875,4.0
6.025,26.975,3.0
6.025,27.175,1.0
6.025,27.225,1.0
6.075,1.475,1.0
6.075,24.925,1.0
6.075,25.275,2.0
6.075,27.225,1.0
6.075,27.275,2.0
6.175,24.875,3.0
6.175,24.975,3.0
6.175,25.025,2.0
6.175,25.075,3.0
6.175,25.125,4.0
6.175,25.275,2.0
6.225,24.925,4.0
6.225,24.975,2.0
6.225,25.025,1.0
6.225,25.075,2.0
6.225,25.175,1.0
6.225,25.375,1.0
6.275,24.875,4.0
6.275,24.925,2.0
6.275,24.975,1.0
6.275,25.025,1.0
6.275,25.125,2.0
6.275,25.175,1.0
6.275,25.325,4.0
6.275,25.375,4.0
6.325,24.925,1.0
6.325,24.975,1.0
6.325,25.075,4.0
6.325,25.125,3.0
6.375,24.975,1.0
6.375,25.075,3.0
6.375,25.125,2.0
6.375,27.625,1.0
6.425,24.825,4.0
6.425,25.025,1.0
6.425,25.075,3.0
6.475,24.825,3.0
6.475,24.875,4.0
6.475,24.925,1.0
6.525,24.625,1.0
6.525,24.725,1.0
6.525,24.775,1.0
6.525,24.825,1.0
6.525,24.875,3.0
6.525,25.025,4.0
6.525,27.675,1.0
6.575,24.525,3.0
6.575,24.725,1.0
6.575,24.775,1.0
6.575,24.825,2.0
6.575,24.875,2.0
6.625,24.575,2.0
6.625,24.625,3.0
6.625,24.675,2.0
6.625,24.725,1.0
6.625,24.775,2.0
6.625,24.825,2.0
6.675,23.775,1.0
6.675,24.675,3.0
6.675,24.725,1.0
6.675,24.775,2.0
6.725,23.725,1.0
6.725,24.625,4.0
6.725,24.675,1.0
6.775,23.725,1.0
6.775,24.625,2.0
6.975,26.625,4.0
7.025,27.525,3.0
7.025,27.575,3.0
7.075,27.525,1.0
7.075,27.575,2.0
7.125,27.425,2.0
7.125,27.475,3.0
7.125,27.525,2.0
7.125,28.725,4.0
7.125,28.875,1.0
7.175,27.225,4.0
7.175,27.275,4.0
7.175,27.425,1.0
7.175,27.475,1.0
7.175,27.725,2.0
7.175,27.975,1.0
7.225,27.225,3.0
7.225,27.275,2.0
7.225,27.325,1.0
7.225,27.725,1.0
7.225,27.775,2.0
7.225,27.825,2.0
7.225,28.225,1.0
7.225,28.275,1.0
7.275,27.175,2.0
7.275,27.275,1.0
7.275,27.325,1.0
7.275,27.475,4.0
7.275,27.525,4.0
7.275,27.575,3.0
7.275,27.775,2.0
7.275,27.825,3.0
7.325,27.025,4.0
7.325,27.275,1.0
7.325,27.325,1.0
7.325,27.375,4.0
7.325,27.425,4.0
7.325,27.775,2.0
7.325,28.175,4.0
7.325,28.225,4.0
7.375,27.375,3.0
7.375,27.625,4.0
7.375,27.675,4.0
7.375,27.725,1.0
7.375,27.775,1.0
7.375,27.825,2.0
7.375,27.875,2.0
7.375,27.925,1.0
7.375,27.975,1.0
7.375,28.125,4.0
7.375,28.175,4.0
7.425,27.075,4.0
7.425,27.275,4.0
7.425,27.625,2.0
7.425,27.675,3.0
7.425,27.825,1.0
7.425,27.925,1.0
7.425,27.975,1.0
7.475,27.375,4.0
7.475,27.475,1.0
7.475,27.575,3.0
7.475,27.625,2.0
7.475,27.775,3.0
7.475,27.925,1.0
7.475,28.025,2.0
7.525,27.125,2.0
7.525,27.175,3.0
7.525,27.225,4.0
7.525,27.275,4.0
7.525,27.475,2.0
7.525,27.725,3.0
7.525,27.775,2.0
7.575,27.075,3.0
7.575,27.175,3.0
7.575,27.675,3.0
7.575,27.725,2.0
7.575,28.025,1.0
7.575,28.075,1.0
7.575,38.075,1.0
7.625,27.225,4.0
7.625,27.675,4.0
7.675,27.125,4.0
7.675,27.525,4.0
7.675,27.625,2.0
7.725,26.775,2.0
7.725,26.875,4.0
7.725,27.225,4.0
7.725,27.375,4.0
7.725,27.475,4.0
7.725,27.525,4.0
7.725,27.575,4.0
7.725,27.625,4.0
7.725,27.775,4.0
7.775,27.775,4.0
7.775,27.825,4.0
7.825,26.675,4.0
7.825,26.975,2.0
7.975,27.025,2.0
8.575,30.525,1.0
8.825,40.025,4.0
8.975,39.325,3.0
9.025,38.975,3.0
9.025,39.325,4.0
9.125,-14.275,2.0
9.125,-14.225,2.0
9.125,38.975,1.0
9.175,-14.175,3.0
9.775,29.675,4.0
9.775,29.775,2.0
9.775,29.825,2.0
9.825,29.625,4.0
9.825,29.675,4.0
9.825,29.775,2.0
9.825,29.825,2.0
9.825,29.875,1.0
9.825,29.925,3.0
9.875,29.725,3.0
9.875,29.825,1.0
9.925,29.575,4.0
9.925,29.875,2.0
9.925,29.925,2.0
9.925,29.975,3.0
9.975,29.875,2.0
9.975,29.925,3.0
10.025,29.725,2.0
10.025,29.925,3.0
10.725,39.125,3.0
10.725,39.175,3.0
11.425,-1.125,1.0
11.525,49.675,3.0
11.625,39.325,2.0
11.625,39.375,4.0
12.175,-19.925,4.0
12.175,-19.875,4.0
12.175,-18.775,3.0
12.225,-18.775,3.0
12.375,39.475,1.0
12.425,-17.425,2.0
12.425,39.475,1.0
12.925,38.325,1.0
12.925,38.375,1.0
12.975,38.375,1.0
13.075,38.575,4.0
13.375,-2.575,2.0
13.425,-2.625,1.0
13.425,-2.575,2.0
13.425,-2.525,3.0
13.475,-2.725,1.0
13.475,-2.675,1.0
13.475,-2.625,3.0
13.475,-2.575,2.0
13.525,-2.725,1.0
13.525,-2.675,1.0
13.525,-2.625,4.0
13.625,-16.975,3.0
13.675,-16.975,4.0
13.675,-2.875,1.0
13.725,-2.775,4.0
13.725,37.925,3.0
13.725,37.975,3.0
13.775,-2.875,3.0
13.775,-2.825,4.0
13.775,37.975,2.0
13.825,38.025,1.0
13.825,38.075,1.0
13.825,39.775,3.0
13.825,39.825,1.0
13.875,39.825,2.0
13.925,-2.825,2.0
13.925,38.825,1.0
13.925,38.875,2.0
13.925,39.775,1.0
13.925,39.825,1.0
13.975,-2.875,2.0
13.975,-2.825,1.0
13.975,38.825,1.0
13.975,38.875,3.0
13.975,39.725,1.0
13.975,39.775,1.0
13.975,39.825,1.0
14.025,39.075,1.0
14.125,39.075,2.0
14.175,-3.175,3.0
14.275,-3.175,3.0
14.275,-3.125,3.0
14.275,-2.875,1.0
14.275,-2.825,1.0
14.275,-2.775,3.0
14.325,-3.175,3.0
14.325,-3.125,3.0
14.325,-3.075,3.0
14.325,-2.875,3.0
14.325,-2.825,2.0
14.375,-3.075,4.0
14.375,-3.025,4.0
14.375,-2.925,1.0
14.375,-2.825,2.0
14.425,-3.125,3.0
14.425,-3.075,4.0
14.425,-3.025,4.0
14.425,-2.975,4.0
14.425,-2.875,3.0
14.425,-2.825,3.0
14.475,-3.125,4.0
14.475,-3.075,3.0
14.475,-3.025,1.0
14.475,-2.925,1.0
14.475,-2.825,2.0
14.475,-2.725,3.0
14.525,-3.975,1.0
14.525,-3.825,3.0
14.525,-3.725,1.0
14.525,-3.125,4.0
14.525,-3.075,4.0
14.525,-3.025,3.0
14.525,-2.875,3.0
14.525,-2.775,2.0
14.575,-3.925,2.0
14.575,-3.875,2.0
14.575,-3.825,3.0
14.575,-3.125,4.0
14.575,-2.975,4.0
14.575,-2.925,3.0
14.575,-2.875,2.0
14.575,-2.775,2.0
14.575,-2.725,4.0
14.575,-2.675,4.0
14.625,-3.925,1.0
14.625,-3.875,1.0
14.625,-3.825,1.0
14.625,-3.125,4.0
14.625,-2.975,4.0
14.625,-2.775,4.0
14.625,-2.675,4.0
14.675,-3.975,1.0
14.675,-3.875,1.0
14.675,-3.825,1.0
14.675,-2.975,4.0
14.675,-2.925,4.0
14.725,-3.525,3.0
14.725,39.725,1.0
14.725,39.775,1.0
14.775,-3.575,1.0
14.775,-3.475,3.0
14.775,-3.425,3.0
14.775,-3.375,2.0
14.775,39.625,1.0
14.775,39.675,1.0
14.775,39.725,1.0
14.775,39.775,1.0
14.825,-4.125,3.0
14.825,-3.525,2.0
14.825,-3.475,2.0
14.825,-3.325,2.0
14.825,-3.275,3.0
14.825,39.625,1.0
14.825,39.675,1.0
14.825,39.725,2.0
14.875,-4.075,4.0
14.875,-4.025,4.0
14.875,-3.575,2.0
14.875,-3.525,1.0
14.875,38.825,1.0
14.875,39.725,3.0
14.925,-3.475,3.0
14.925,-3.425,4.0
14.925,-2.975,2.0
14.925,38.775,2.0
14.925,38.825,1.0
14.925,38.875,1.0
14.925,38.925,1.0
14.975,-4.475,2.0
14.975,-4.375,4.0
14.975,-3.475,3.0
14.975,38.825,2.0
14.975,38.875,1.0
14.975,38.925,1.0
14.975,38.975,1.0
15.025,-4.425,3.0
15.025,-4.375,4.0
15.025,38.875,1.0
15.025,38.925,1.0
15.025,38.975,1.0
15.075,-4.425,4.0
15.075,-2.875,4.0
15.075,39.325,1.0
15.075,39.375,1.0
15.075,39.425,1.0
15.075,39.475,1.0
15.125,39.325,1.0
15.125,39.475,2.0
15.325,39.075,1.0
15.325,39.125,1.0
15.375,39.075,2.0
15.375,39.125,1.0
15.475,39.075,1.0
15.475,39.125,1.0
15.525,38.975,4.0
15.525,39.025,2.0
15.525,39.075,3.0
15.525,39.125,2.0
15.575,-4.775,4.0
15.625,-5.025,1.0
15.625,-4.975,2.0
15.625,-4.925,1.0
15.625,-4.875,3.0
15.625,-4.825,3.0
15.625,-4.775,3.0
15.675,-5.075,1.0
15.675,-4.925,2.0
15.675,-4.875,3.0
15.675,-4.825,3.0
15.675,-4.775,4.0
15.725,-5.075,1.0
15.725,-4.875,4.0
15.725,-4.825,4.0
15.775,-5.025,1.0
15.775,-4.775,4.0
15.825,-5.075,1.0
15.825,-5.025,1.0
15.825,-4.925,2.0
15.825,-4.775,4.0
15.875,-5.075,1.0
15.875,-5.025,2.0
15.875,-4.975,2.0
15.875,-4.925,3.0
15.875,-4.775,4.0
17.325,-1.825,1.0
17.325,36.875,4.0
17.325,36.925,3.0
17.375,-1.825,1.0
17.375,36.975,2.0
17.375,37.075,1.0
17.425,-1.725,3.0
17.425,36.675,4.0
17.425,36.725,4.0
17.425,37.075,2.0
17.475,-1.675,2.0
17.475,-1.625,2.0
17.475,-1.575,3.0
17.475,-1.525,4.0
17.475,36.975,4.0
17.475,37.025,3.0
17.475,37.075,3.0
17.475,37.125,2.0
17.525,-1.675,2.0
17.525,-1.625,2.0
17.525,-1.575,1.0
17.525,-1.525,3.0
17.525,-1.475,4.0
17.525,-1.425,4.0
17.525,-1.375,4.0
17.525,-1.325,4.0
17.525,37.025,4.0
17.575,-1.575,1.0
17.575,-1.525,1.0
17.575,-1.475,3.0
17.575,-1.425,4.0
17.575,-1.375,4.0
17.575,-1.325,4.0
17.575,37.125,3.0
17.625,-1.475,1.0
17.625,-1.425,1.0
17.625,-1.375,2.0
17.625,-1.325,2.0
17.625,-1.275,4.0
17.625,37.125,4.0
17.675,-1.425,1.0
17.675,-1.375,1.0
17.675,-1.325,1.0
17.675,-1.275,2.0
17.675,-1.225,3.0
17.725,-1.375,1.0
17.725,-1.325,1.0
17.725,-1.275,1.0
17.725,-1.225,2.0
17.725,-1.175,2.0
17.775,-1.375,1.0
17.775,-1.325,1.0
17.775,-1.275,1.0
17.775,-1.225,2.0
17.775,-1.175,2.0
17.775,-1.125,2.0
17.775,-1.075,4.0
17.775,-1.025,4.0
17.825,-1.375,1.0
